====================================================================================================================================================================================
DEGRADED DATA EXPERIMENT - FULL RESULTS
Win comparison: Traffic vs GNN only  (Shortest path and Classifier are recorded but NOT included in wins/losses)
Date: 20260514_215944
Routes: 20, Scenarios: 6, Levels: 12
Runs per level: 120
====================================================================================================================================================================================

SUMMARY BY DEGRADATION LEVEL
(Wins = Traffic vs GNN comparison only; Ties = within 2-second threshold)

   Level |   GNN W | Traffic | Ties |  Win % |      Avg Times |        Δ |    Impr | Compute Times
  ------------------------------------------------------------------------------------------------------------------------
   minor |  35/119 |  20/119 |  64 |   29.4% | T: 881.1s G: 869.7s | Δ:  29.4s |    +1.3% | T:0.082s G:0.514s
     90% |   6/119 |  65/119 |  48 |    5.0% | T: 843.4s G: 876.9s | Δ:  34.1s |    +3.8% | T:0.093s G:0.523s
     80% |  15/119 |  61/119 |  43 |   12.6% | T: 847.7s G: 877.9s | Δ:  35.6s |    +3.4% | T:0.095s G:0.516s
     70% |  13/119 |  65/119 |  41 |   10.9% | T: 854.0s G: 888.3s | Δ:  41.1s |    +3.9% | T:0.095s G:0.530s
     60% |  20/119 |  63/119 |  36 |   16.8% | T: 861.6s G: 892.5s | Δ:  40.6s |    +3.5% | T:0.089s G:0.484s
     50% |  33/119 |  51/119 |  35 |   27.7% | T: 871.9s G: 895.8s | Δ:  43.7s |    +2.7% | T:0.088s G:0.485s
     40% |  39/119 |  50/119 |  30 |   32.8% | T: 891.9s G: 901.7s | Δ:  48.8s |    +1.1% | T:0.087s G:0.480s
     30% |  41/119 |  49/119 |  29 |   34.5% | T: 893.7s G: 900.6s | Δ:  43.3s |    +0.8% | T:0.086s G:0.483s
     20% |  45/119 |  44/119 |  30 |   37.8% | T: 922.4s G: 916.8s | Δ:  73.8s |    +0.6% | T:0.087s G:0.497s
     10% |  52/119 |  45/119 |  22 |   43.7% | T: 944.8s G: 944.7s | Δ:  72.4s |    +0.0% | T:0.092s G:0.518s
      5% |  62/119 |  35/119 |  22 |   52.1% | T: 967.8s G: 939.5s | Δ:  73.2s |    +2.9% | T:0.085s G:0.499s
      0% |  47/119 |  40/119 |  32 |   39.5% | T: 961.7s G: 955.4s | Δ:  34.6s |    +0.7% | T:0.081s G:0.494s


DETAILED RESULTS (per route)
   Level | Route                          | Scenario                            | Dist(km) |    Winner | Short(s)  Traf(s)   GNN(s)   Cls(s)
     60% | Station to centre              | Vingis park concert congestions + road closure |     1.69 |       TIE |      453      453      453      421
     60% | Uzupis internal                | Vingis park concert congestions + road closure |     2.14 |       TIE |      368      368      368      368
     60% | Zirmunai to Naujamiestis       | Vingis park concert congestions + road closure |     5.68 |   TRAFFIC |     1053      716      895     1122
     60% | Antakalnis to centre           | Vingis park concert congestions + road closure |     3.93 |       GNN |      673      598      596      756
     60% | Seskine to Old Town            | Vingis park concert congestions + road closure |     6.05 |       GNN |      759      818      748      774
     60% | Karoliniskes to Uzupis         | Vingis park concert congestions + road closure |     7.56 |       TIE |     1114     1044     1044     1161
     60% | Justiniskes to centre          | Vingis park concert congestions + road closure |     6.61 |   TRAFFIC |      785      771      802      808
     60% | Fabijoniskes to river          | Vingis park concert congestions + road closure |     6.13 |       GNN |      669      712      691     1039
     60% | West to East                   | Vingis park concert congestions + road closure |    13.05 |   TRAFFIC |     1523     1457     1488     1707
     60% | North to South                 | Vingis park concert congestions + road closure |    11.58 |       TIE |     1221      880      880     1107
     60% | Pilaite to Pasilaiciai         | Vingis park concert congestions + road closure |     9.88 |       TIE |      929      929      929     1108
     60% | Lazdynai to Antakalnis         | Vingis park concert congestions + road closure |    10.11 |   TRAFFIC |     1404      926      940     1220
     60% | Pilaite to Fabijoniskes        | Vingis park concert congestions + road closure |    10.76 |   TRAFFIC |     1030     1030     1085     1209
     60% | Lazdynai to Jeruzale           | Vingis park concert congestions + road closure |     9.79 |       TIE |     1078      838      838     1035
     60% | South to Northeast             | Vingis park concert congestions + road closure |    11.13 |   TRAFFIC |     1716     1072     1101     1287
     60% | Ring road W to E               | Vingis park concert congestions + road closure |    16.35 |   TRAFFIC |     1920     1099     1126     1876
     60% | Grigiskes to Verkiai           | Vingis park concert congestions + road closure |    24.31 |   TRAFFIC |     1923     1698     1849     1855
     60% | Salininkai to Seskine          | Vingis park concert congestions + road closure |     9.30 |   TRAFFIC |     1079      730      733      741
     50% | Old Town loop                  | Normal traffic                      |     1.53 |       TIE |      333      328      328      328
     50% | Gediminas Ave                  | Normal traffic                      |     1.08 |   TRAFFIC |      237      234      249      234
     50% | Station to centre              | Normal traffic                      |     1.69 |       TIE |      453      421      421      421
     50% | Uzupis internal                | Normal traffic                      |     2.14 |       TIE |      368      368      368      368
     50% | Zirmunai to Naujamiestis       | Normal traffic                      |     5.68 |   TRAFFIC |     1053      850      951     1091
     50% | Antakalnis to centre           | Normal traffic                      |     3.93 |   TRAFFIC |      673      598      695      756
     50% | Seskine to Old Town            | Normal traffic                      |     6.05 |       GNN |      759      799      742      774
     50% | Karoliniskes to Uzupis         | Normal traffic                      |     7.56 |       GNN |     1114     1117     1060     1161
     50% | Justiniskes to centre          | Normal traffic                      |     6.61 |       GNN |      785      844      736      808
     50% | Fabijoniskes to river          | Normal traffic                      |     6.13 |       GNN |      669      758      700     1039
     50% | West to East                   | Normal traffic                      |    13.05 |   TRAFFIC |     1523     1457     1592     1707
     50% | North to South                 | Normal traffic                      |    11.58 |   TRAFFIC |     1221      880      950     1107
     50% | Pilaite to Pasilaiciai         | Normal traffic                      |     9.88 |       TIE |      929      929      929     1108
     50% | Lazdynai to Antakalnis         | Normal traffic                      |    10.11 |   TRAFFIC |     1404      938     1069     1220
     50% | Pilaite to Fabijoniskes        | Normal traffic                      |    10.76 |       TIE |     1030     1040     1040     1217
     50% | Lazdynai to Jeruzale           | Normal traffic                      |     9.79 |       GNN |     1078      844      838     1035
     50% | South to Northeast             | Normal traffic                      |    11.13 |   TRAFFIC |     1716     1072     1076     1287
     50% | Ring road W to E               | Normal traffic                      |    16.35 |   TRAFFIC |     1920     1115     1118     1876
     50% | Grigiskes to Verkiai           | Normal traffic                      |    24.31 |   TRAFFIC |     1923     1701     1839     1855
     50% | Salininkai to Seskine          | Normal traffic                      |     9.30 |   TRAFFIC |     1079      733      812      741
     50% | Old Town loop                  | all bridges old town destroyed_optimistic |     1.53 |   TRAFFIC |      333      328      333      328
     50% | Gediminas Ave                  | all bridges old town destroyed_optimistic |     1.08 |       TIE |      237      249      249      237
     50% | Station to centre              | all bridges old town destroyed_optimistic |     1.69 |   TRAFFIC |      453      424      457      421
     50% | Uzupis internal                | all bridges old town destroyed_optimistic |     2.14 |       TIE |      368      368      368      368
     50% | Zirmunai to Naujamiestis       | all bridges old town destroyed_optimistic |     7.05 |   TRAFFIC |     1095      875     1075     1335
     50% | Antakalnis to centre           | all bridges old town destroyed_optimistic |     6.43 |       TIE |     1045     1023     1023     1350
     50% | Seskine to Old Town            | all bridges old town destroyed_optimistic |     6.73 |       GNN |      892      916      879     1010
     50% | Karoliniskes to Uzupis         | all bridges old town destroyed_optimistic |     7.84 |   TRAFFIC |     1161     1107     1174     1165
     50% | Justiniskes to centre          | all bridges old town destroyed_optimistic |     7.18 |       GNN |      887      898      873      898
     50% | Fabijoniskes to river          | all bridges old town destroyed_optimistic |     6.13 |       GNN |      669      735      691     1039
     50% | West to East                   | all bridges old town destroyed_optimistic |    13.05 |   TRAFFIC |     1523     1333     1577     1707
     50% | North to South                 | all bridges old town destroyed_optimistic |    11.93 |       GNN |     1375     1295     1258     1500
     50% | Pilaite to Pasilaiciai         | all bridges old town destroyed_optimistic |     9.88 |       GNN |      929      937      929     1108
     50% | Lazdynai to Antakalnis         | all bridges old town destroyed_optimistic |    10.30 |   TRAFFIC |     1116      938     1010     1031
     50% | Pilaite to Fabijoniskes        | all bridges old town destroyed_optimistic |    10.76 |   TRAFFIC |     1030     1070     1074     1217
     50% | Lazdynai to Jeruzale           | all bridges old town destroyed_optimistic |     9.79 |       TIE |     1078     1014     1014     1035
     50% | South to Northeast             | all bridges old town destroyed_optimistic |    11.29 |       GNN |     1657     1458     1456     1287
     50% | Ring road W to E               | all bridges old town destroyed_optimistic |    16.39 |   TRAFFIC |     1109     1099     1115     1115
     50% | Grigiskes to Verkiai           | all bridges old town destroyed_optimistic |    26.28 |   TRAFFIC |     2530     2273     2360     2402
     50% | Salininkai to Seskine          | all bridges old town destroyed_optimistic |    10.27 |       TIE |     1221      991      991     1118
     50% | Old Town loop                  | Car crashes in Lazdynai             |     1.53 |       TIE |      333      328      328      328
     50% | Gediminas Ave                  | Car crashes in Lazdynai             |     1.08 |       TIE |      237      234      234      234
     50% | Station to centre              | Car crashes in Lazdynai             |     1.69 |   TRAFFIC |      453      421      453      421
     50% | Uzupis internal                | Car crashes in Lazdynai             |     2.14 |       TIE |      368      368      368      368
     50% | Zirmunai to Naujamiestis       | Car crashes in Lazdynai             |     5.68 |   TRAFFIC |     1053      734      903     1091
     50% | Antakalnis to centre           | Car crashes in Lazdynai             |     3.93 |       TIE |      673      618      618      756
     50% | Seskine to Old Town            | Car crashes in Lazdynai             |     6.05 |       GNN |      759      759      741      779
     50% | Karoliniskes to Uzupis         | Car crashes in Lazdynai             |     7.56 |       GNN |     1114     1107     1073     1161
     50% | Justiniskes to centre          | Car crashes in Lazdynai             |     6.61 |       GNN |      785      818      736      808
     50% | Fabijoniskes to river          | Car crashes in Lazdynai             |     6.13 |       TIE |      669      669      669     1039
     50% | West to East                   | Car crashes in Lazdynai             |    13.05 |   TRAFFIC |     1523     1333     1575     1707
     50% | North to South                 | Car crashes in Lazdynai             |    11.58 |   TRAFFIC |     1221      880      950     1107
     50% | Pilaite to Pasilaiciai         | Car crashes in Lazdynai             |     9.88 |       TIE |      929      929      929     1108
     50% | Lazdynai to Antakalnis         | Car crashes in Lazdynai             |    10.11 |   TRAFFIC |     1404      934     1068     1220
     50% | Pilaite to Fabijoniskes        | Car crashes in Lazdynai             |    10.76 |   TRAFFIC |     1030     1049     1085     1209
     50% | Lazdynai to Jeruzale           | Car crashes in Lazdynai             |     9.79 |       TIE |     1078      838      838     1035
     50% | South to Northeast             | Car crashes in Lazdynai             |    11.13 |       TIE |     1716     1072     1072     1287
     50% | Ring road W to E               | Car crashes in Lazdynai             |    16.35 |   TRAFFIC |     1920     1105     1173     1876
